OriginalTweet,Sentiment
"@Kashif_S_Alvi Remember, it's not me saying this quote was bad. It was IK's own team that deemed this quote so embarrassing they had to pretend the interview was faked, which they were embarassingly called out on. They keep doing ridiculous things, yet yo",Negative
Pakistan ex-PM Sharif sentenced to 10 years for corruption: prosecution @AFP',Negative
True I AM not  happy about it as I forgot the immense treasures that your govts left or rather looted and plundered from this country ,Negative
Just imagine. A country where every child owes a loan even the street children who no Govt has ever thought about . This where our PMsss lived ,Negative
 Seriously please don't believe this propaganda that Imran Khans Pakistan vision is for the entire nation who wants end to corruption better health education and peace',Negative
I wonder how Shabaz will lead the party in this mess created by his own brother. Sad',Negative
Nawaz statement just before elections has put PML N in complete disarray confrontation without cause is always disastrous. ,Negative
You will fail miserably in your anti state statements@CMShehbaz rise to the occasion haven't you had enough',Negative
Only a frustrated man who is desperate for a way out is out there to try and damage the state of Pakistan. How sad that you think you are more imp then the country CMShehbaz. ,Negative
And so this guy as the PM of our country what did he do about this ? This is very serious allegation he better proof it . Shame ,Negative
Disgraceful disillusioned democratic govt of Pakistan shut down the entire media and stopped all social networking websites. Let the world know that the cloak of their  democracy is shredded. I'll isd operation',Negative
The govt should really tell the people of Pakistan how much did they charge the USA for transport of containers to Afghanistan? Flawed policies',Negative
Sharifs by not appearing infront of nab tells us that accountability is a joke to them. And they can get away with anything.',Negative
Frm PM just wants to bring the entire system down. No love lost for the country. Just personal vendetta. No disqualified democrats choice',Negative
"In a perfect systematic way General Raheel Sharif is being targeted by some .Am wondering who will benefit from this ? Army , govt or ???'",Negative
This country has turned into a police state ! How are the people of Pakistan tolerating this ? Is this our future #gov ?',Negative
Pti disowns this protest appologinzes to everyone for disrupting the traffic  ,Negative
"Nawaz shareef and family cases in court.daniyal Aziz disqualified.talal chaudhry hearing on going. shahid khaqan abbasi disqualified for life,NAB cases continue.tough election for pmln.'",Negative
Pmln supporters shud not harass ary news team. They are covering what is a pmln event.',Negative
That time has come I guess.. government moral authority is eroding.wont sustain it for too long it seems..pressure will increase every day',Negative
"Supreme court says it's part of a systematic campaign by the govt against the judges and not an individual statement by nehal hashmi""",Negative
"Nihal hashmi's outburst is more a threat to the jit. Dangerous path taken by the govt.""",Negative
Ispr rejection of report puts alot of pressure on the govt. Waiting for the response..',Negative
Wen 2 judges think pm shud b disqualified..wondet where the prime minister stands..',Negative
Army chief asks for accountability across the board...pressure on the sitting govt increases',Negative
shahzeb khanzada and haroon rasheed think imran khan is not a mature political brain....',Negative
. @ZubairAakif lemme ask u...wats a blackmailer ?? pointing out wrong of governments is being a blackmailer ???',Negative
Trade Deficit has shrunk by 5% during current inexperienced PTI Govt. ,Negative
"Dear Prime Minister, the ratio of complaints handling or resolving issues in Karachi is too low and high disappointing.",Negative
"Super Exclusive: Aleema Khanum, sister of Prime Minister Imran Khan, owns a precious property: 154 Sixth Street, Hoboken, New Jersey 07030. It was bought in 2004 & Deputy Registrar Hudson County Lorraine Senerchia also confirmed to me. Here goes House (worth Rs260 million) Deed. ",Negative
"Sharifs Vs Khans: A serious conflict of interest is quite visible even in #NayaPakistan when maiden mega contract of #MohmandDam project in #PTI Govt goes to #PMIK's key cabinet member company. What a luck happens to be with new Cronies now.#PuranaPakistan is ashamed of it even.""",Negative
D-Day For Pakistan: NAB Court declares its order in ex Prime Minister Nawaz Sharif Corruption trial case &  Supreme Court takes up JIT Report in Fake Accounts Case against ex President Asif Zardari &  his son Bilawal Bhutto Zardari today.',Negative
Living in Dark: More than 130 villages of KPK falling under #PESCO's operations have still no access to electricity with maximum villages fall in constituency of PTI State Minister @MuradSaeedPTI & PTI MNA Sher Akbar Khan. ,Negative
"PTI Govt, like its predecessors, fails to adress growers problems.Some 0.5 mn acres wheat crop w'd not be cultivated as owners hav not started their Sugar Mills.",Negative
"NAB Rawalpindi files corruption reference against Dr Shaukat Bangash, CEO Global Health Services for allegedly embezzling Rs1.28 billion. ",Negative
Prime Minister took the bull by the horns on TLP issue but yes later U-Turn. Hmm  ,Negative
Imran's sister pays penalty on her undeclared Dubai property ,Negative
Aleema Khan pays plenty on her undeclared Dubai property ,Negative
Super Exclusive: Prime Minister's sister Aleema Khanum tells FIA that she bought Dubai property through funds generated from overseas businesses dealings (OBD). My sources say she never disclosed this property ,Negative
PTI Govt also remains unable to reinforce the write of the state as roads/highways are blocked almost across the country.Pakistan can't afford its write further be diluted because that would lead further anarchy. ,Negative
Issue of Temporary Displaced Persons (TDPs) &  Internally Displaced Persons (IDPs) is serious.State unfortunately has broken social contract with over 4million people suffered in military/other operations.PTI leader Azam Swati sage is one of such incidents. ,Negative
Here goes an undeniable evidence for our those viewers &  readers who repeatedly asking evidence on my story for @geonews_urdu where we revealed that sister of Pakistan Prime Minister Imran Khan owns undeclared property in Dubai.Let's begin Accountability from home.,Negative
"10, 000 overseas' assets worth trillions of rupees  traced out--almost all politicians are criminals",Negative
PTI lost by-elections in heart of Multan. PP-222 Multan. Sohail Noon of PTI loses to an Independent candidate Qasim Abbas.',Negative
Big Upset to PTI in NA-131: Khawaja Saad Rafiq clinches victory. RTS Results Live from ECP.  ,Negative
Creating Ripples: Top corruption watchdog would most likely arrest two senior leaders of #PTI in coming weeks after investigators obtained incriminating evidences against them. One in secret Dubai accounts scam &  other in multi-billions power project scam.#NAB #PTI #PMLN #PPP',Negative
